,concept:name,time:timestamp,case:concept:name
45,writedownorder,1970-04-27 01:47:25,19
46,attach ordernote topinboard,1970-04-27 01:47:26,19
47,confimorder,1970-04-27 01:47:27,20
48,printorder,1970-04-27 01:47:28,20
49,attach ordernote topinboard,1970-04-27 01:47:29,20
50,writedownorder,1970-04-27 01:47:30,21
51,attach ordernote topinboard,1970-04-27 01:47:31,21
52,confimorder,1970-04-27 01:47:32,22
53,printorder,1970-04-27 01:47:33,22
54,attach ordernote topinboard,1970-04-27 01:47:34,22
55,printorder,1970-04-27 01:47:35,23
56,attach ordernote topinboard,1970-04-27 01:47:36,23
57,confimorder,1970-04-27 01:47:37,24
58,printorder,1970-04-27 01:47:38,24
59,attach ordernote topinboard,1970-04-27 01:47:39,24
60,writedownorder,1970-04-27 01:47:40,25
61,attach ordernote topinboard,1970-04-27 01:47:41,25
62,confimorder,1970-04-27 01:47:42,26
63,printorder,1970-04-27 01:47:43,26
64,attach ordernote topinboard,1970-04-27 01:47:44,26
65,writedownorder,1970-04-27 01:47:45,27
66,attach ordernote topinboard,1970-04-27 01:47:46,27
67,writedownorder,1970-04-27 01:47:47,28
68,attach ordernote topinboard,1970-04-27 01:47:48,28
69,writedownorder,1970-04-27 01:47:49,29
70,attach ordernote topinboard,1970-04-27 01:47:50,29
71,writedownorder,1970-04-27 01:47:51,30
72,attach ordernote topinboard,1970-04-27 01:47:52,30
73,writedownorder,1970-04-27 01:47:53,31
74,attach ordernote topinboard,1970-04-27 01:47:54,31
75,writedownorder,1970-04-27 01:47:55,32
76,attach ordernote topinboard,1970-04-27 01:47:56,32
77,printorder,1970-04-27 01:47:57,33
78,attach ordernote topinboard,1970-04-27 01:47:58,33
79,confimorder,1970-04-27 01:47:59,34
80,printorder,1970-04-27 01:48:00,34
81,attach ordernote topinboard,1970-04-27 01:48:01,34
82,printorder,1970-04-27 01:48:02,35
83,attach ordernote topinboard,1970-04-27 01:48:03,35
84,writedownorder,1970-04-27 01:48:04,36
85,attach ordernote topinboard,1970-04-27 01:48:05,36
86,writedownorder,1970-04-27 01:48:06,37
87,attach ordernote topinboard,1970-04-27 01:48:07,37
88,printorder,1970-04-27 01:48:08,38
89,attach ordernote topinboard,1970-04-27 01:48:09,38
90,writedownorder,1970-04-27 01:48:10,39
91,attach ordernote topinboard,1970-04-27 01:48:11,39
92,writedownorder,1970-04-27 01:48:12,40
93,attach ordernote topinboard,1970-04-27 01:48:13,40
94,confimorder,1970-04-27 01:48:14,41
95,printorder,1970-04-27 01:48:15,41
96,attach ordernote topinboard,1970-04-27 01:48:16,41
97,confimorder,1970-04-27 01:48:17,42
98,printorder,1970-04-27 01:48:18,42
99,attach ordernote topinboard,1970-04-27 01:48:19,42
100,writedownorder,1970-04-27 01:48:20,43
101,attach ordernote topinboard,1970-04-27 01:48:21,43
102,writedownorder,1970-04-27 01:48:22,44
103,attach ordernote topinboard,1970-04-27 01:48:23,44
104,writedownorder,1970-04-27 01:48:24,45
105,attach ordernote topinboard,1970-04-27 01:48:25,45
106,writedownorder,1970-04-27 01:48:26,46
107,attach ordernote topinboard,1970-04-27 01:48:27,46
108,writedownorder,1970-04-27 01:48:28,47
109,attach ordernote topinboard,1970-04-27 01:48:29,47
110,writedownorder,1970-04-27 01:48:30,48
111,attach ordernote topinboard,1970-04-27 01:48:31,48
112,printorder,1970-04-27 01:48:32,49
113,attach ordernote topinboard,1970-04-27 01:48:33,49
114,confimorder,1970-04-27 01:48:34,50
115,printorder,1970-04-27 01:48:35,50
116,attach ordernote topinboard,1970-04-27 01:48:36,50
117,printorder,1970-04-27 01:48:37,51
118,attach ordernote topinboard,1970-04-27 01:48:38,51
119,printorder,1970-04-27 01:48:39,52
120,attach ordernote topinboard,1970-04-27 01:48:40,52
121,confimorder,1970-04-27 01:48:41,53
122,printorder,1970-04-27 01:48:42,53
123,attach ordernote topinboard,1970-04-27 01:48:43,53
124,writedownorder,1970-04-27 01:48:44,54
125,attach ordernote topinboard,1970-04-27 01:48:45,54
126,printorder,1970-04-27 01:48:46,55
127,attach ordernote topinboard,1970-04-27 01:48:47,55
128,writedownorder,1970-04-27 01:48:48,56
129,attach ordernote topinboard,1970-04-27 01:48:49,56
130,writedownorder,1970-04-27 01:48:50,57
131,attach ordernote topinboard,1970-04-27 01:48:51,57
132,printorder,1970-04-27 01:48:52,58
133,attach ordernote topinboard,1970-04-27 01:48:53,58
134,printorder,1970-04-27 01:48:54,59
135,attach ordernote topinboard,1970-04-27 01:48:55,59
136,writedownorder,1970-04-27 01:48:56,60
137,attach ordernote topinboard,1970-04-27 01:48:57,60
138,writedownorder,1970-04-27 01:48:58,61
139,attach ordernote topinboard,1970-04-27 01:48:59,61
140,writedownorder,1970-04-27 01:49:00,62
141,attach ordernote topinboard,1970-04-27 01:49:01,62
142,printorder,1970-04-27 01:49:02,63
143,attach ordernote topinboard,1970-04-27 01:49:03,63
144,writedownorder,1970-04-27 01:49:04,64
145,attach ordernote topinboard,1970-04-27 01:49:05,64
146,printorder,1970-04-27 01:49:06,65
147,attach ordernote topinboard,1970-04-27 01:49:07,65
148,printorder,1970-04-27 01:49:08,66
149,attach ordernote topinboard,1970-04-27 01:49:09,66
150,confimorder,1970-04-27 01:49:10,67
151,printorder,1970-04-27 01:49:11,67
152,attach ordernote topinboard,1970-04-27 01:49:12,67
153,writedownorder,1970-04-27 01:49:13,68
154,attach ordernote topinboard,1970-04-27 01:49:14,68
155,printorder,1970-04-27 01:49:15,69
156,attach ordernote topinboard,1970-04-27 01:49:16,69
157,printorder,1970-04-27 01:49:17,70
158,attach ordernote topinboard,1970-04-27 01:49:18,70
159,confimorder,1970-04-27 01:49:19,71
160,printorder,1970-04-27 01:49:20,71
161,attach ordernote topinboard,1970-04-27 01:49:21,71
162,printorder,1970-04-27 01:49:22,72
163,attach ordernote topinboard,1970-04-27 01:49:23,72
164,printorder,1970-04-27 01:49:24,73
165,attach ordernote topinboard,1970-04-27 01:49:25,73
166,writedownorder,1970-04-27 01:49:26,74
167,attach ordernote topinboard,1970-04-27 01:49:27,74
168,printorder,1970-04-27 01:49:28,75
169,attach ordernote topinboard,1970-04-27 01:49:29,75
170,writedownorder,1970-04-27 01:49:30,76
171,attach ordernote topinboard,1970-04-27 01:49:31,76
172,printorder,1970-04-27 01:49:32,77
173,attach ordernote topinboard,1970-04-27 01:49:33,77
174,writedownorder,1970-04-27 01:49:34,78
175,attach ordernote topinboard,1970-04-27 01:49:35,78
176,confimorder,1970-04-27 01:49:36,79
177,printorder,1970-04-27 01:49:37,79
178,attach ordernote topinboard,1970-04-27 01:49:38,79
179,writedownorder,1970-04-27 01:49:39,80
180,attach ordernote topinboard,1970-04-27 01:49:40,80
181,writedownorder,1970-04-27 01:49:41,81
182,attach ordernote topinboard,1970-04-27 01:49:42,81
183,writedownorder,1970-04-27 01:49:43,82
184,attach ordernote topinboard,1970-04-27 01:49:44,82
185,printorder,1970-04-27 01:49:45,83
186,attach ordernote topinboard,1970-04-27 01:49:46,83
187,writedownorder,1970-04-27 01:49:47,84
188,attach ordernote topinboard,1970-04-27 01:49:48,84
189,printorder,1970-04-27 01:49:49,85
190,attach ordernote topinboard,1970-04-27 01:49:50,85
191,writedownorder,1970-04-27 01:49:51,86
192,attach ordernote topinboard,1970-04-27 01:49:52,86
193,confimorder,1970-04-27 01:49:53,87
194,printorder,1970-04-27 01:49:54,87
195,attach ordernote topinboard,1970-04-27 01:49:55,87
196,writedownorder,1970-04-27 01:49:56,88
197,attach ordernote topinboard,1970-04-27 01:49:57,88
198,writedownorder,1970-04-27 01:49:58,89
199,attach ordernote topinboard,1970-04-27 01:49:59,89
200,writedownorder,1970-04-27 01:50:00,90
201,attach ordernote topinboard,1970-04-27 01:50:01,90
202,writedownorder,1970-04-27 01:50:02,91
203,attach ordernote topinboard,1970-04-27 01:50:03,91
204,printorder,1970-04-27 01:50:04,92
205,attach ordernote topinboard,1970-04-27 01:50:05,92
206,writedownorder,1970-04-27 01:50:06,93
207,attach ordernote topinboard,1970-04-27 01:50:07,93
208,writedownorder,1970-04-27 01:50:08,94
209,attach ordernote topinboard,1970-04-27 01:50:09,94
210,confimorder,1970-04-27 01:50:10,95
211,printorder,1970-04-27 01:50:11,95
212,attach ordernote topinboard,1970-04-27 01:50:12,95
213,confimorder,1970-04-27 01:50:13,96
214,printorder,1970-04-27 01:50:14,96
215,attach ordernote topinboard,1970-04-27 01:50:15,96
216,writedownorder,1970-04-27 01:50:16,97
217,attach ordernote topinboard,1970-04-27 01:50:17,97
218,printorder,1970-04-27 01:50:18,98
219,attach ordernote topinboard,1970-04-27 01:50:19,98
220,writedownorder,1970-04-27 01:50:20,99
221,attach ordernote topinboard,1970-04-27 01:50:21,99
