,concept:name,time:timestamp,case:concept:name
46,organizedisbursement,1970-04-27 01:47:26,11
47,notifycostumerwith theresult ofthe assessment,1970-04-27 01:47:27,11
48,assessrisk,1970-04-27 01:47:28,12
49,carry out anadvancedrisk assessment,1970-04-27 01:47:29,12
50,notifycostumerwith theresult ofthe assessment,1970-04-27 01:47:30,12
51,organizedisbursement,1970-04-27 01:47:31,12
52,assessrisk,1970-04-27 01:47:32,13
53,carry out anadvancedrisk assessment,1970-04-27 01:47:33,13
54,notifycostumerwith theresult ofthe assessment,1970-04-27 01:47:34,13
55,organizedisbursement,1970-04-27 01:47:35,13
56,assessrisk,1970-04-27 01:47:36,14
57,carry outa simplerisk assessment,1970-04-27 01:47:37,14
58,organizedisbursement,1970-04-27 01:47:38,14
59,notifycostumerwith theresult ofthe assessment,1970-04-27 01:47:39,14
60,assessrisk,1970-04-27 01:47:40,15
61,carry out anadvancedrisk assessment,1970-04-27 01:47:41,15
62,notifycostumerwith theresult ofthe assessment,1970-04-27 01:47:42,15
63,organizedisbursement,1970-04-27 01:47:43,15
64,assessrisk,1970-04-27 01:47:44,16
65,carry out anadvancedrisk assessment,1970-04-27 01:47:45,16
66,organizedisbursement,1970-04-27 01:47:46,16
67,notifycostumerwith theresult ofthe assessment,1970-04-27 01:47:47,16
68,assessrisk,1970-04-27 01:47:48,17
69,carry out anadvancedrisk assessment,1970-04-27 01:47:49,17
70,notifycostumerwith theresult ofthe assessment,1970-04-27 01:47:50,17
71,organizedisbursement,1970-04-27 01:47:51,17
72,assessrisk,1970-04-27 01:47:52,18
73,carry out anadvancedrisk assessment,1970-04-27 01:47:53,18
74,organizedisbursement,1970-04-27 01:47:54,18
75,notifycostumerwith theresult ofthe assessment,1970-04-27 01:47:55,18
76,assessrisk,1970-04-27 01:47:56,19
77,carry out anadvancedrisk assessment,1970-04-27 01:47:57,19
78,notifycostumerwith theresult ofthe assessment,1970-04-27 01:47:58,19
79,organizedisbursement,1970-04-27 01:47:59,19
80,assessrisk,1970-04-27 01:48:00,20
81,carry out anadvancedrisk assessment,1970-04-27 01:48:01,20
82,organizedisbursement,1970-04-27 01:48:02,20
83,notifycostumerwith theresult ofthe assessment,1970-04-27 01:48:03,20
84,assessrisk,1970-04-27 01:48:04,21
85,carry outa simplerisk assessment,1970-04-27 01:48:05,21
86,organizedisbursement,1970-04-27 01:48:06,21
87,notifycostumerwith theresult ofthe assessment,1970-04-27 01:48:07,21
88,assessrisk,1970-04-27 01:48:08,22
89,carry outa simplerisk assessment,1970-04-27 01:48:09,22
90,notifycostumerwith theresult ofthe assessment,1970-04-27 01:48:10,22
91,organizedisbursement,1970-04-27 01:48:11,22
92,assessrisk,1970-04-27 01:48:12,23
93,carry out anadvancedrisk assessment,1970-04-27 01:48:13,23
94,notifycostumerwith theresult ofthe assessment,1970-04-27 01:48:14,23
95,organizedisbursement,1970-04-27 01:48:15,23
96,assessrisk,1970-04-27 01:48:16,24
97,carry out anadvancedrisk assessment,1970-04-27 01:48:17,24
98,notifycostumerwith theresult ofthe assessment,1970-04-27 01:48:18,24
99,organizedisbursement,1970-04-27 01:48:19,24
100,assessrisk,1970-04-27 01:48:20,25
101,carry outa simplerisk assessment,1970-04-27 01:48:21,25
102,organizedisbursement,1970-04-27 01:48:22,25
103,notifycostumerwith theresult ofthe assessment,1970-04-27 01:48:23,25
104,assessrisk,1970-04-27 01:48:24,26
105,carry outa simplerisk assessment,1970-04-27 01:48:25,26
106,organizedisbursement,1970-04-27 01:48:26,26
107,notifycostumerwith theresult ofthe assessment,1970-04-27 01:48:27,26
108,assessrisk,1970-04-27 01:48:28,27
109,carry out anadvancedrisk assessment,1970-04-27 01:48:29,27
110,notifycostumerwith theresult ofthe assessment,1970-04-27 01:48:30,27
111,organizedisbursement,1970-04-27 01:48:31,27
112,assessrisk,1970-04-27 01:48:32,28
113,carry outa simplerisk assessment,1970-04-27 01:48:33,28
114,notifycostumerwith theresult ofthe assessment,1970-04-27 01:48:34,28
115,organizedisbursement,1970-04-27 01:48:35,28
116,assessrisk,1970-04-27 01:48:36,29
117,carry out anadvancedrisk assessment,1970-04-27 01:48:37,29
118,organizedisbursement,1970-04-27 01:48:38,29
119,notifycostumerwith theresult ofthe assessment,1970-04-27 01:48:39,29
120,assessrisk,1970-04-27 01:48:40,30
121,carry out anadvancedrisk assessment,1970-04-27 01:48:41,30
122,organizedisbursement,1970-04-27 01:48:42,30
123,notifycostumerwith theresult ofthe assessment,1970-04-27 01:48:43,30
124,assessrisk,1970-04-27 01:48:44,31
125,carry outa simplerisk assessment,1970-04-27 01:48:45,31
126,notifycostumerwith theresult ofthe assessment,1970-04-27 01:48:46,31
127,organizedisbursement,1970-04-27 01:48:47,31
128,assessrisk,1970-04-27 01:48:48,32
129,carry out anadvancedrisk assessment,1970-04-27 01:48:49,32
130,organizedisbursement,1970-04-27 01:48:50,32
131,notifycostumerwith theresult ofthe assessment,1970-04-27 01:48:51,32
132,assessrisk,1970-04-27 01:48:52,33
133,carry out anadvancedrisk assessment,1970-04-27 01:48:53,33
134,notifycostumerwith theresult ofthe assessment,1970-04-27 01:48:54,33
135,organizedisbursement,1970-04-27 01:48:55,33
136,assessrisk,1970-04-27 01:48:56,34
137,carry outa simplerisk assessment,1970-04-27 01:48:57,34
138,notifycostumerwith theresult ofthe assessment,1970-04-27 01:48:58,34
139,organizedisbursement,1970-04-27 01:48:59,34
140,assessrisk,1970-04-27 01:49:00,35
141,carry out anadvancedrisk assessment,1970-04-27 01:49:01,35
142,notifycostumerwith theresult ofthe assessment,1970-04-27 01:49:02,35
143,organizedisbursement,1970-04-27 01:49:03,35
144,assessrisk,1970-04-27 01:49:04,36
145,carry out anadvancedrisk assessment,1970-04-27 01:49:05,36
146,notifycostumerwith theresult ofthe assessment,1970-04-27 01:49:06,36
147,organizedisbursement,1970-04-27 01:49:07,36
148,assessrisk,1970-04-27 01:49:08,37
149,carry outa simplerisk assessment,1970-04-27 01:49:09,37
150,organizedisbursement,1970-04-27 01:49:10,37
151,notifycostumerwith theresult ofthe assessment,1970-04-27 01:49:11,37
152,assessrisk,1970-04-27 01:49:12,38
153,carry out anadvancedrisk assessment,1970-04-27 01:49:13,38
154,notifycostumerwith theresult ofthe assessment,1970-04-27 01:49:14,38
155,organizedisbursement,1970-04-27 01:49:15,38
156,assessrisk,1970-04-27 01:49:16,39
157,carry out anadvancedrisk assessment,1970-04-27 01:49:17,39
158,organizedisbursement,1970-04-27 01:49:18,39
159,notifycostumerwith theresult ofthe assessment,1970-04-27 01:49:19,39
160,assessrisk,1970-04-27 01:49:20,40
161,carry outa simplerisk assessment,1970-04-27 01:49:21,40
162,notifycostumerwith theresult ofthe assessment,1970-04-27 01:49:22,40
163,organizedisbursement,1970-04-27 01:49:23,40
164,assessrisk,1970-04-27 01:49:24,41
165,carry outa simplerisk assessment,1970-04-27 01:49:25,41
166,notifycostumerwith theresult ofthe assessment,1970-04-27 01:49:26,41
167,organizedisbursement,1970-04-27 01:49:27,41
168,assessrisk,1970-04-27 01:49:28,42
169,carry out anadvancedrisk assessment,1970-04-27 01:49:29,42
170,notifycostumerwith theresult ofthe assessment,1970-04-27 01:49:30,42
171,organizedisbursement,1970-04-27 01:49:31,42
172,assessrisk,1970-04-27 01:49:32,43
173,carry out anadvancedrisk assessment,1970-04-27 01:49:33,43
174,notifycostumerwith theresult ofthe assessment,1970-04-27 01:49:34,43
175,organizedisbursement,1970-04-27 01:49:35,43
176,assessrisk,1970-04-27 01:49:36,44
177,carry outa simplerisk assessment,1970-04-27 01:49:37,44
178,organizedisbursement,1970-04-27 01:49:38,44
179,notifycostumerwith theresult ofthe assessment,1970-04-27 01:49:39,44
180,assessrisk,1970-04-27 01:49:40,45
181,carry out anadvancedrisk assessment,1970-04-27 01:49:41,45
182,notifycostumerwith theresult ofthe assessment,1970-04-27 01:49:42,45
183,organizedisbursement,1970-04-27 01:49:43,45
184,assessrisk,1970-04-27 01:49:44,46
185,carry outa simplerisk assessment,1970-04-27 01:49:45,46
186,organizedisbursement,1970-04-27 01:49:46,46
187,notifycostumerwith theresult ofthe assessment,1970-04-27 01:49:47,46
188,assessrisk,1970-04-27 01:49:48,47
189,carry out anadvancedrisk assessment,1970-04-27 01:49:49,47
190,organizedisbursement,1970-04-27 01:49:50,47
191,notifycostumerwith theresult ofthe assessment,1970-04-27 01:49:51,47
192,assessrisk,1970-04-27 01:49:52,48
193,carry outa simplerisk assessment,1970-04-27 01:49:53,48
194,notifycostumerwith theresult ofthe assessment,1970-04-27 01:49:54,48
195,organizedisbursement,1970-04-27 01:49:55,48
196,assessrisk,1970-04-27 01:49:56,49
197,carry out anadvancedrisk assessment,1970-04-27 01:49:57,49
198,notifycostumerwith theresult ofthe assessment,1970-04-27 01:49:58,49
199,organizedisbursement,1970-04-27 01:49:59,49
200,assessrisk,1970-04-27 01:50:00,50
201,carry out anadvancedrisk assessment,1970-04-27 01:50:01,50
202,organizedisbursement,1970-04-27 01:50:02,50
203,notifycostumerwith theresult ofthe assessment,1970-04-27 01:50:03,50
204,assessrisk,1970-04-27 01:50:04,51
205,carry out anadvancedrisk assessment,1970-04-27 01:50:05,51
206,organizedisbursement,1970-04-27 01:50:06,51
207,notifycostumerwith theresult ofthe assessment,1970-04-27 01:50:07,51
208,assessrisk,1970-04-27 01:50:08,52
209,carry outa simplerisk assessment,1970-04-27 01:50:09,52
210,organizedisbursement,1970-04-27 01:50:10,52
211,notifycostumerwith theresult ofthe assessment,1970-04-27 01:50:11,52
212,assessrisk,1970-04-27 01:50:12,53
213,carry out anadvancedrisk assessment,1970-04-27 01:50:13,53
214,notifycostumerwith theresult ofthe assessment,1970-04-27 01:50:14,53
215,organizedisbursement,1970-04-27 01:50:15,53
216,assessrisk,1970-04-27 01:50:16,54
217,carry out anadvancedrisk assessment,1970-04-27 01:50:17,54
218,organizedisbursement,1970-04-27 01:50:18,54
219,notifycostumerwith theresult ofthe assessment,1970-04-27 01:50:19,54
220,assessrisk,1970-04-27 01:50:20,55
221,carry out anadvancedrisk assessment,1970-04-27 01:50:21,55
222,organizedisbursement,1970-04-27 01:50:22,55
223,notifycostumerwith theresult ofthe assessment,1970-04-27 01:50:23,55
224,assessrisk,1970-04-27 01:50:24,56
225,carry outa simplerisk assessment,1970-04-27 01:50:25,56
226,organizedisbursement,1970-04-27 01:50:26,56
227,notifycostumerwith theresult ofthe assessment,1970-04-27 01:50:27,56
228,assessrisk,1970-04-27 01:50:28,57
229,carry out anadvancedrisk assessment,1970-04-27 01:50:29,57
230,notifycostumerwith theresult ofthe assessment,1970-04-27 01:50:30,57
231,organizedisbursement,1970-04-27 01:50:31,57
232,assessrisk,1970-04-27 01:50:32,58
233,carry outa simplerisk assessment,1970-04-27 01:50:33,58
234,notifycostumerwith theresult ofthe assessment,1970-04-27 01:50:34,58
235,organizedisbursement,1970-04-27 01:50:35,58
236,assessrisk,1970-04-27 01:50:36,59
237,carry out anadvancedrisk assessment,1970-04-27 01:50:37,59
238,notifycostumerwith theresult ofthe assessment,1970-04-27 01:50:38,59
239,organizedisbursement,1970-04-27 01:50:39,59
240,assessrisk,1970-04-27 01:50:40,60
241,carry out anadvancedrisk assessment,1970-04-27 01:50:41,60
242,notifycostumerwith theresult ofthe assessment,1970-04-27 01:50:42,60
243,organizedisbursement,1970-04-27 01:50:43,60
244,assessrisk,1970-04-27 01:50:44,61
245,carry out anadvancedrisk assessment,1970-04-27 01:50:45,61
246,notifycostumerwith theresult ofthe assessment,1970-04-27 01:50:46,61
247,organizedisbursement,1970-04-27 01:50:47,61
248,assessrisk,1970-04-27 01:50:48,62
249,carry outa simplerisk assessment,1970-04-27 01:50:49,62
250,organizedisbursement,1970-04-27 01:50:50,62
251,notifycostumerwith theresult ofthe assessment,1970-04-27 01:50:51,62
252,assessrisk,1970-04-27 01:50:52,63
253,carry outa simplerisk assessment,1970-04-27 01:50:53,63
254,notifycostumerwith theresult ofthe assessment,1970-04-27 01:50:54,63
255,organizedisbursement,1970-04-27 01:50:55,63
256,assessrisk,1970-04-27 01:50:56,64
257,carry out anadvancedrisk assessment,1970-04-27 01:50:57,64
258,notifycostumerwith theresult ofthe assessment,1970-04-27 01:50:58,64
259,organizedisbursement,1970-04-27 01:50:59,64
260,assessrisk,1970-04-27 01:51:00,65
261,carry outa simplerisk assessment,1970-04-27 01:51:01,65
262,notifycostumerwith theresult ofthe assessment,1970-04-27 01:51:02,65
263,organizedisbursement,1970-04-27 01:51:03,65
264,assessrisk,1970-04-27 01:51:04,66
265,carry out anadvancedrisk assessment,1970-04-27 01:51:05,66
266,notifycostumerwith theresult ofthe assessment,1970-04-27 01:51:06,66
267,organizedisbursement,1970-04-27 01:51:07,66
268,assessrisk,1970-04-27 01:51:08,67
269,carry out anadvancedrisk assessment,1970-04-27 01:51:09,67
270,organizedisbursement,1970-04-27 01:51:10,67
271,notifycostumerwith theresult ofthe assessment,1970-04-27 01:51:11,67
272,assessrisk,1970-04-27 01:51:12,68
273,carry out anadvancedrisk assessment,1970-04-27 01:51:13,68
274,notifycostumerwith theresult ofthe assessment,1970-04-27 01:51:14,68
275,organizedisbursement,1970-04-27 01:51:15,68
276,assessrisk,1970-04-27 01:51:16,69
277,carry outa simplerisk assessment,1970-04-27 01:51:17,69
278,organizedisbursement,1970-04-27 01:51:18,69
279,notifycostumerwith theresult ofthe assessment,1970-04-27 01:51:19,69
280,assessrisk,1970-04-27 01:51:20,70
281,carry out anadvancedrisk assessment,1970-04-27 01:51:21,70
282,notifycostumerwith theresult ofthe assessment,1970-04-27 01:51:22,70
283,organizedisbursement,1970-04-27 01:51:23,70
284,assessrisk,1970-04-27 01:51:24,71
285,carry outa simplerisk assessment,1970-04-27 01:51:25,71
286,notifycostumerwith theresult ofthe assessment,1970-04-27 01:51:26,71
287,organizedisbursement,1970-04-27 01:51:27,71
288,assessrisk,1970-04-27 01:51:28,72
289,carry out anadvancedrisk assessment,1970-04-27 01:51:29,72
290,notifycostumerwith theresult ofthe assessment,1970-04-27 01:51:30,72
291,organizedisbursement,1970-04-27 01:51:31,72
292,assessrisk,1970-04-27 01:51:32,73
293,carry outa simplerisk assessment,1970-04-27 01:51:33,73
294,notifycostumerwith theresult ofthe assessment,1970-04-27 01:51:34,73
295,organizedisbursement,1970-04-27 01:51:35,73
296,assessrisk,1970-04-27 01:51:36,74
297,carry out anadvancedrisk assessment,1970-04-27 01:51:37,74
298,notifycostumerwith theresult ofthe assessment,1970-04-27 01:51:38,74
299,organizedisbursement,1970-04-27 01:51:39,74
300,assessrisk,1970-04-27 01:51:40,75
301,carry out anadvancedrisk assessment,1970-04-27 01:51:41,75
302,organizedisbursement,1970-04-27 01:51:42,75
303,notifycostumerwith theresult ofthe assessment,1970-04-27 01:51:43,75
304,assessrisk,1970-04-27 01:51:44,76
305,carry out anadvancedrisk assessment,1970-04-27 01:51:45,76
306,notifycostumerwith theresult ofthe assessment,1970-04-27 01:51:46,76
307,organizedisbursement,1970-04-27 01:51:47,76
308,assessrisk,1970-04-27 01:51:48,77
309,carry out anadvancedrisk assessment,1970-04-27 01:51:49,77
310,notifycostumerwith theresult ofthe assessment,1970-04-27 01:51:50,77
311,organizedisbursement,1970-04-27 01:51:51,77
312,assessrisk,1970-04-27 01:51:52,78
313,carry out anadvancedrisk assessment,1970-04-27 01:51:53,78
314,notifycostumerwith theresult ofthe assessment,1970-04-27 01:51:54,78
315,organizedisbursement,1970-04-27 01:51:55,78
316,assessrisk,1970-04-27 01:51:56,79
317,carry out anadvancedrisk assessment,1970-04-27 01:51:57,79
318,notifycostumerwith theresult ofthe assessment,1970-04-27 01:51:58,79
319,organizedisbursement,1970-04-27 01:51:59,79
320,assessrisk,1970-04-27 01:52:00,80
321,carry out anadvancedrisk assessment,1970-04-27 01:52:01,80
322,organizedisbursement,1970-04-27 01:52:02,80
323,notifycostumerwith theresult ofthe assessment,1970-04-27 01:52:03,80
324,assessrisk,1970-04-27 01:52:04,81
325,carry out anadvancedrisk assessment,1970-04-27 01:52:05,81
326,notifycostumerwith theresult ofthe assessment,1970-04-27 01:52:06,81
327,organizedisbursement,1970-04-27 01:52:07,81
328,assessrisk,1970-04-27 01:52:08,82
329,carry outa simplerisk assessment,1970-04-27 01:52:09,82
330,organizedisbursement,1970-04-27 01:52:10,82
331,notifycostumerwith theresult ofthe assessment,1970-04-27 01:52:11,82
332,assessrisk,1970-04-27 01:52:12,83
333,carry out anadvancedrisk assessment,1970-04-27 01:52:13,83
334,organizedisbursement,1970-04-27 01:52:14,83
335,notifycostumerwith theresult ofthe assessment,1970-04-27 01:52:15,83
336,assessrisk,1970-04-27 01:52:16,84
337,carry outa simplerisk assessment,1970-04-27 01:52:17,84
338,organizedisbursement,1970-04-27 01:52:18,84
339,notifycostumerwith theresult ofthe assessment,1970-04-27 01:52:19,84
340,assessrisk,1970-04-27 01:52:20,85
341,carry outa simplerisk assessment,1970-04-27 01:52:21,85
342,notifycostumerwith theresult ofthe assessment,1970-04-27 01:52:22,85
343,organizedisbursement,1970-04-27 01:52:23,85
344,assessrisk,1970-04-27 01:52:24,86
345,carry outa simplerisk assessment,1970-04-27 01:52:25,86
346,notifycostumerwith theresult ofthe assessment,1970-04-27 01:52:26,86
347,organizedisbursement,1970-04-27 01:52:27,86
348,assessrisk,1970-04-27 01:52:28,87
349,carry out anadvancedrisk assessment,1970-04-27 01:52:29,87
350,organizedisbursement,1970-04-27 01:52:30,87
351,notifycostumerwith theresult ofthe assessment,1970-04-27 01:52:31,87
352,assessrisk,1970-04-27 01:52:32,88
353,carry out anadvancedrisk assessment,1970-04-27 01:52:33,88
354,notifycostumerwith theresult ofthe assessment,1970-04-27 01:52:34,88
355,organizedisbursement,1970-04-27 01:52:35,88
356,assessrisk,1970-04-27 01:52:36,89
357,carry out anadvancedrisk assessment,1970-04-27 01:52:37,89
358,organizedisbursement,1970-04-27 01:52:38,89
359,notifycostumerwith theresult ofthe assessment,1970-04-27 01:52:39,89
360,assessrisk,1970-04-27 01:52:40,90
361,carry out anadvancedrisk assessment,1970-04-27 01:52:41,90
362,organizedisbursement,1970-04-27 01:52:42,90
363,notifycostumerwith theresult ofthe assessment,1970-04-27 01:52:43,90
364,assessrisk,1970-04-27 01:52:44,91
365,carry outa simplerisk assessment,1970-04-27 01:52:45,91
366,organizedisbursement,1970-04-27 01:52:46,91
367,notifycostumerwith theresult ofthe assessment,1970-04-27 01:52:47,91
368,assessrisk,1970-04-27 01:52:48,92
369,carry out anadvancedrisk assessment,1970-04-27 01:52:49,92
370,organizedisbursement,1970-04-27 01:52:50,92
371,notifycostumerwith theresult ofthe assessment,1970-04-27 01:52:51,92
372,assessrisk,1970-04-27 01:52:52,93
373,carry outa simplerisk assessment,1970-04-27 01:52:53,93
374,organizedisbursement,1970-04-27 01:52:54,93
375,notifycostumerwith theresult ofthe assessment,1970-04-27 01:52:55,93
376,assessrisk,1970-04-27 01:52:56,94
377,carry out anadvancedrisk assessment,1970-04-27 01:52:57,94
378,notifycostumerwith theresult ofthe assessment,1970-04-27 01:52:58,94
379,organizedisbursement,1970-04-27 01:52:59,94
380,assessrisk,1970-04-27 01:53:00,95
381,carry outa simplerisk assessment,1970-04-27 01:53:01,95
382,notifycostumerwith theresult ofthe assessment,1970-04-27 01:53:02,95
383,organizedisbursement,1970-04-27 01:53:03,95
384,assessrisk,1970-04-27 01:53:04,96
385,carry out anadvancedrisk assessment,1970-04-27 01:53:05,96
386,organizedisbursement,1970-04-27 01:53:06,96
387,notifycostumerwith theresult ofthe assessment,1970-04-27 01:53:07,96
388,assessrisk,1970-04-27 01:53:08,97
389,carry outa simplerisk assessment,1970-04-27 01:53:09,97
390,organizedisbursement,1970-04-27 01:53:10,97
391,notifycostumerwith theresult ofthe assessment,1970-04-27 01:53:11,97
392,assessrisk,1970-04-27 01:53:12,98
393,carry outa simplerisk assessment,1970-04-27 01:53:13,98
394,notifycostumerwith theresult ofthe assessment,1970-04-27 01:53:14,98
395,organizedisbursement,1970-04-27 01:53:15,98
396,assessrisk,1970-04-27 01:53:16,99
397,carry outa simplerisk assessment,1970-04-27 01:53:17,99
398,notifycostumerwith theresult ofthe assessment,1970-04-27 01:53:18,99
399,organizedisbursement,1970-04-27 01:53:19,99
