,concept:name,time:timestamp,case:concept:name
118,evaluatetheApplication,1970-04-27 01:48:38,35
119,notify thecustomer byemail,1970-04-27 01:48:39,35
120,evaluatetheApplication,1970-04-27 01:48:40,36
121,notify thecustomer byemail,1970-04-27 01:48:41,36
122,evaluatetheApplication,1970-04-27 01:48:42,37
123,notify thecustomer byemail,1970-04-27 01:48:43,37
124,evaluatetheApplication,1970-04-27 01:48:44,38
125,notify thecustomer byemail,1970-04-27 01:48:45,38
126,evaluatetheApplication,1970-04-27 01:48:46,39
127,create anewbank account,1970-04-27 01:48:47,39
128,send abank cardin a letter,1970-04-27 01:48:48,39
129,send a welomepack in aletter,1970-04-27 01:48:49,39
130,send aPIN numberin a letter,1970-04-27 01:48:50,39
131,evaluatetheApplication,1970-04-27 01:48:51,40
132,notify thecustomer byemail,1970-04-27 01:48:52,40
133,evaluatetheApplication,1970-04-27 01:48:53,41
134,notify thecustomer byemail,1970-04-27 01:48:54,41
135,evaluatetheApplication,1970-04-27 01:48:55,42
136,notify thecustomer byemail,1970-04-27 01:48:56,42
137,evaluatetheApplication,1970-04-27 01:48:57,43
138,create anewbank account,1970-04-27 01:48:58,43
139,send a welomepack in aletter,1970-04-27 01:48:59,43
140,send abank cardin a letter,1970-04-27 01:49:00,43
141,send aPIN numberin a letter,1970-04-27 01:49:01,43
142,evaluatetheApplication,1970-04-27 01:49:02,44
143,create anewbank account,1970-04-27 01:49:03,44
144,send aPIN numberin a letter,1970-04-27 01:49:04,44
145,send a welomepack in aletter,1970-04-27 01:49:05,44
146,send abank cardin a letter,1970-04-27 01:49:06,44
147,evaluatetheApplication,1970-04-27 01:49:07,45
148,create anewbank account,1970-04-27 01:49:08,45
149,send abank cardin a letter,1970-04-27 01:49:09,45
150,send a welomepack in aletter,1970-04-27 01:49:10,45
151,send aPIN numberin a letter,1970-04-27 01:49:11,45
152,evaluatetheApplication,1970-04-27 01:49:12,46
153,notify thecustomer byemail,1970-04-27 01:49:13,46
154,evaluatetheApplication,1970-04-27 01:49:14,47
155,create anewbank account,1970-04-27 01:49:15,47
156,send a welomepack in aletter,1970-04-27 01:49:16,47
157,send abank cardin a letter,1970-04-27 01:49:17,47
158,send aPIN numberin a letter,1970-04-27 01:49:18,47
159,evaluatetheApplication,1970-04-27 01:49:19,48
160,create anewbank account,1970-04-27 01:49:20,48
161,send a welomepack in aletter,1970-04-27 01:49:21,48
162,send aPIN numberin a letter,1970-04-27 01:49:22,48
163,send abank cardin a letter,1970-04-27 01:49:23,48
164,evaluatetheApplication,1970-04-27 01:49:24,49
165,create anewbank account,1970-04-27 01:49:25,49
166,send a welomepack in aletter,1970-04-27 01:49:26,49
167,send abank cardin a letter,1970-04-27 01:49:27,49
168,send aPIN numberin a letter,1970-04-27 01:49:28,49
169,evaluatetheApplication,1970-04-27 01:49:29,50
170,notify thecustomer byemail,1970-04-27 01:49:30,50
171,evaluatetheApplication,1970-04-27 01:49:31,51
172,create anewbank account,1970-04-27 01:49:32,51
173,send abank cardin a letter,1970-04-27 01:49:33,51
174,send aPIN numberin a letter,1970-04-27 01:49:34,51
175,send a welomepack in aletter,1970-04-27 01:49:35,51
176,evaluatetheApplication,1970-04-27 01:49:36,52
177,create anewbank account,1970-04-27 01:49:37,52
178,send abank cardin a letter,1970-04-27 01:49:38,52
179,send a welomepack in aletter,1970-04-27 01:49:39,52
180,send aPIN numberin a letter,1970-04-27 01:49:40,52
181,evaluatetheApplication,1970-04-27 01:49:41,53
182,notify thecustomer byemail,1970-04-27 01:49:42,53
183,evaluatetheApplication,1970-04-27 01:49:43,54
184,create anewbank account,1970-04-27 01:49:44,54
185,send a welomepack in aletter,1970-04-27 01:49:45,54
186,send aPIN numberin a letter,1970-04-27 01:49:46,54
187,send abank cardin a letter,1970-04-27 01:49:47,54
188,evaluatetheApplication,1970-04-27 01:49:48,55
189,create anewbank account,1970-04-27 01:49:49,55
190,send abank cardin a letter,1970-04-27 01:49:50,55
191,send a welomepack in aletter,1970-04-27 01:49:51,55
192,send aPIN numberin a letter,1970-04-27 01:49:52,55
193,evaluatetheApplication,1970-04-27 01:49:53,56
194,create anewbank account,1970-04-27 01:49:54,56
195,send aPIN numberin a letter,1970-04-27 01:49:55,56
196,send a welomepack in aletter,1970-04-27 01:49:56,56
197,send abank cardin a letter,1970-04-27 01:49:57,56
198,evaluatetheApplication,1970-04-27 01:49:58,57
199,create anewbank account,1970-04-27 01:49:59,57
200,send aPIN numberin a letter,1970-04-27 01:50:00,57
201,send abank cardin a letter,1970-04-27 01:50:01,57
202,send a welomepack in aletter,1970-04-27 01:50:02,57
203,evaluatetheApplication,1970-04-27 01:50:03,58
204,notify thecustomer byemail,1970-04-27 01:50:04,58
205,evaluatetheApplication,1970-04-27 01:50:05,59
206,create anewbank account,1970-04-27 01:50:06,59
207,send abank cardin a letter,1970-04-27 01:50:07,59
208,send a welomepack in aletter,1970-04-27 01:50:08,59
209,send aPIN numberin a letter,1970-04-27 01:50:09,59
210,evaluatetheApplication,1970-04-27 01:50:10,60
211,create anewbank account,1970-04-27 01:50:11,60
212,send aPIN numberin a letter,1970-04-27 01:50:12,60
213,send a welomepack in aletter,1970-04-27 01:50:13,60
214,send abank cardin a letter,1970-04-27 01:50:14,60
215,evaluatetheApplication,1970-04-27 01:50:15,61
216,create anewbank account,1970-04-27 01:50:16,61
217,send a welomepack in aletter,1970-04-27 01:50:17,61
218,send abank cardin a letter,1970-04-27 01:50:18,61
219,send aPIN numberin a letter,1970-04-27 01:50:19,61
220,evaluatetheApplication,1970-04-27 01:50:20,62
221,notify thecustomer byemail,1970-04-27 01:50:21,62
222,evaluatetheApplication,1970-04-27 01:50:22,63
223,notify thecustomer byemail,1970-04-27 01:50:23,63
224,evaluatetheApplication,1970-04-27 01:50:24,64
225,notify thecustomer byemail,1970-04-27 01:50:25,64
226,evaluatetheApplication,1970-04-27 01:50:26,65
227,notify thecustomer byemail,1970-04-27 01:50:27,65
228,evaluatetheApplication,1970-04-27 01:50:28,66
229,notify thecustomer byemail,1970-04-27 01:50:29,66
230,evaluatetheApplication,1970-04-27 01:50:30,67
231,create anewbank account,1970-04-27 01:50:31,67
232,send abank cardin a letter,1970-04-27 01:50:32,67
233,send a welomepack in aletter,1970-04-27 01:50:33,67
234,send aPIN numberin a letter,1970-04-27 01:50:34,67
235,evaluatetheApplication,1970-04-27 01:50:35,68
236,create anewbank account,1970-04-27 01:50:36,68
237,send a welomepack in aletter,1970-04-27 01:50:37,68
238,send abank cardin a letter,1970-04-27 01:50:38,68
239,send aPIN numberin a letter,1970-04-27 01:50:39,68
240,evaluatetheApplication,1970-04-27 01:50:40,69
241,create anewbank account,1970-04-27 01:50:41,69
242,send a welomepack in aletter,1970-04-27 01:50:42,69
243,send abank cardin a letter,1970-04-27 01:50:43,69
244,send aPIN numberin a letter,1970-04-27 01:50:44,69
245,evaluatetheApplication,1970-04-27 01:50:45,70
246,notify thecustomer byemail,1970-04-27 01:50:46,70
247,evaluatetheApplication,1970-04-27 01:50:47,71
248,create anewbank account,1970-04-27 01:50:48,71
249,send abank cardin a letter,1970-04-27 01:50:49,71
250,send aPIN numberin a letter,1970-04-27 01:50:50,71
251,send a welomepack in aletter,1970-04-27 01:50:51,71
252,evaluatetheApplication,1970-04-27 01:50:52,72
253,create anewbank account,1970-04-27 01:50:53,72
254,send abank cardin a letter,1970-04-27 01:50:54,72
255,send a welomepack in aletter,1970-04-27 01:50:55,72
256,send aPIN numberin a letter,1970-04-27 01:50:56,72
257,evaluatetheApplication,1970-04-27 01:50:57,73
258,notify thecustomer byemail,1970-04-27 01:50:58,73
259,evaluatetheApplication,1970-04-27 01:50:59,74
260,create anewbank account,1970-04-27 01:51:00,74
261,send abank cardin a letter,1970-04-27 01:51:01,74
262,send a welomepack in aletter,1970-04-27 01:51:02,74
263,send aPIN numberin a letter,1970-04-27 01:51:03,74
264,evaluatetheApplication,1970-04-27 01:51:04,75
265,create anewbank account,1970-04-27 01:51:05,75
266,send a welomepack in aletter,1970-04-27 01:51:06,75
267,send abank cardin a letter,1970-04-27 01:51:07,75
268,send aPIN numberin a letter,1970-04-27 01:51:08,75
269,evaluatetheApplication,1970-04-27 01:51:09,76
270,notify thecustomer byemail,1970-04-27 01:51:10,76
271,evaluatetheApplication,1970-04-27 01:51:11,77
272,notify thecustomer byemail,1970-04-27 01:51:12,77
273,evaluatetheApplication,1970-04-27 01:51:13,78
274,notify thecustomer byemail,1970-04-27 01:51:14,78
275,evaluatetheApplication,1970-04-27 01:51:15,79
276,notify thecustomer byemail,1970-04-27 01:51:16,79
277,evaluatetheApplication,1970-04-27 01:51:17,80
278,create anewbank account,1970-04-27 01:51:18,80
279,send abank cardin a letter,1970-04-27 01:51:19,80
280,send aPIN numberin a letter,1970-04-27 01:51:20,80
281,send a welomepack in aletter,1970-04-27 01:51:21,80
282,evaluatetheApplication,1970-04-27 01:51:22,81
283,create anewbank account,1970-04-27 01:51:23,81
284,send a welomepack in aletter,1970-04-27 01:51:24,81
285,send abank cardin a letter,1970-04-27 01:51:25,81
286,send aPIN numberin a letter,1970-04-27 01:51:26,81
287,evaluatetheApplication,1970-04-27 01:51:27,82
288,notify thecustomer byemail,1970-04-27 01:51:28,82
289,evaluatetheApplication,1970-04-27 01:51:29,83
290,notify thecustomer byemail,1970-04-27 01:51:30,83
291,evaluatetheApplication,1970-04-27 01:51:31,84
292,notify thecustomer byemail,1970-04-27 01:51:32,84
293,evaluatetheApplication,1970-04-27 01:51:33,85
294,create anewbank account,1970-04-27 01:51:34,85
295,send abank cardin a letter,1970-04-27 01:51:35,85
296,send a welomepack in aletter,1970-04-27 01:51:36,85
297,send aPIN numberin a letter,1970-04-27 01:51:37,85
298,evaluatetheApplication,1970-04-27 01:51:38,86
299,notify thecustomer byemail,1970-04-27 01:51:39,86
300,evaluatetheApplication,1970-04-27 01:51:40,87
301,notify thecustomer byemail,1970-04-27 01:51:41,87
302,evaluatetheApplication,1970-04-27 01:51:42,88
303,create anewbank account,1970-04-27 01:51:43,88
304,send abank cardin a letter,1970-04-27 01:51:44,88
305,send aPIN numberin a letter,1970-04-27 01:51:45,88
306,send a welomepack in aletter,1970-04-27 01:51:46,88
307,evaluatetheApplication,1970-04-27 01:51:47,89
308,create anewbank account,1970-04-27 01:51:48,89
309,send aPIN numberin a letter,1970-04-27 01:51:49,89
310,send abank cardin a letter,1970-04-27 01:51:50,89
311,send a welomepack in aletter,1970-04-27 01:51:51,89
312,evaluatetheApplication,1970-04-27 01:51:52,90
313,notify thecustomer byemail,1970-04-27 01:51:53,90
314,evaluatetheApplication,1970-04-27 01:51:54,91
315,create anewbank account,1970-04-27 01:51:55,91
316,send abank cardin a letter,1970-04-27 01:51:56,91
317,send aPIN numberin a letter,1970-04-27 01:51:57,91
318,send a welomepack in aletter,1970-04-27 01:51:58,91
319,evaluatetheApplication,1970-04-27 01:51:59,92
320,notify thecustomer byemail,1970-04-27 01:52:00,92
321,evaluatetheApplication,1970-04-27 01:52:01,93
322,notify thecustomer byemail,1970-04-27 01:52:02,93
323,evaluatetheApplication,1970-04-27 01:52:03,94
324,notify thecustomer byemail,1970-04-27 01:52:04,94
325,evaluatetheApplication,1970-04-27 01:52:05,95
326,create anewbank account,1970-04-27 01:52:06,95
327,send aPIN numberin a letter,1970-04-27 01:52:07,95
328,send a welomepack in aletter,1970-04-27 01:52:08,95
329,send abank cardin a letter,1970-04-27 01:52:09,95
330,evaluatetheApplication,1970-04-27 01:52:10,96
331,notify thecustomer byemail,1970-04-27 01:52:11,96
332,evaluatetheApplication,1970-04-27 01:52:12,97
333,notify thecustomer byemail,1970-04-27 01:52:13,97
334,evaluatetheApplication,1970-04-27 01:52:14,98
335,notify thecustomer byemail,1970-04-27 01:52:15,98
336,evaluatetheApplication,1970-04-27 01:52:16,99
337,create anewbank account,1970-04-27 01:52:17,99
338,send a welomepack in aletter,1970-04-27 01:52:18,99
339,send aPIN numberin a letter,1970-04-27 01:52:19,99
340,send abank cardin a letter,1970-04-27 01:52:20,99
